,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
2248,Recordent,Financial Services,undisclosed,$400000,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
2249,Koparo,Consumer Goods,Seed,$700000,New Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
2250,Indifi,Financial Services,undisclosed,$40000000,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
2251,Settl,Real Estate,Seed,$500000,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle"
2252,Park+,Tech startup,Series B,$25000000,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners"
2253,Simple Energy,Automotive,Pre-series,$21000000,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,2019.0,Suhas Rajkumar,
2254,Dream Sports,Sports,undisclosed,$840000000,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
2255,Spinny,Automotive,Series E,$248000000,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global"
2256,Rentomojo,Furniture Rental,undisclosed,$10000000,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,2014.0,Geetansh Bamania,"Accel, Bain Capital"
2257,Slice,Financial Services,Series B,$220000000,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners"
2258,21K School,E-learning,Pre-series A,$5000000,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala
2259,Adda247,E-learning,Series B,$20000000,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital
2260,Loop Health,Hospital & Health Care,undisclosed,$12000000,Pune,India's first health insurance with unlimited primary care for employees.,2021,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst"
2261,Rupifi,Financial Services,Debt,$1000000,Bangalore,Embedded Lending for Small Businesses,2021,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital
2262,RENEE Cosmetics,Cosmetics,Pre-series A,$1500000,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns"
2263,Svish,Consumer Goods,Seed,$400000,Gurugram,D2C personal hygiene startup,2021,2020.0,"Ishan, Jaideep Mahajan",Nueva
2264,Progcap,FinTech,Series C,$30000000,New Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global
2265,Smartstaff,Recruitment,undisclosed,$4300000,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners"
2266,D’Moksha Homes,Textiles,Seed,$570000,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat"
2267,ANS Commerce,E-commerce,Pre-series A,$2200000,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts"
2268,Mobileware Technologies,Information Technology & Services,undisclosed,$4700000,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services
2269,GramCover,Insurance,Series A,$7000000,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures"
2270,BYJU'S,EdTech,undisclosed,$300000000,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss"
2271,Hyperface,Information Technology & Services,undisclosed,$1300000,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital"
2272,Licious,Food & Beverages,Series G,$52000000,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,2015.0,"Vivek Gupta, Abhay",
2273,Chalo,Mobility,Series C,$40000000,Mumbai,India’s #1 bus transport technology company.,2021,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital"
2274,Kaar Technologies,Information Technology & Services,undisclosed,$4000000,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,2005.0,Maran Nagarajan,BlackSoil
2275,Kissan Pro,Farming,undisclosed,$Undisclosed,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,2021.0,Ravi Dasoundhi,EKKI
2276,Sunstone Eduversity,EdTech,Series B,$28000000,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,2011.0,"Ashish Munjal, Piyush Nangru",WestBridge Capital
2277,Ozonetel,Telecommunications,Series A,$5000000,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,2007.0,"CSN Murthy, Atul Sharma",Stakeboat Capital
2278,CoinSwitch Kuber,Crypto,Series C,$260000000,Bangalore,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz"
2279,Pazcare,Insurance,Seed,$3500000,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,2020.0,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital"
2280,kWh Bikes,Automotive,Seed,$2000000,Bangalore,Building India’s strongest and smartest electric 2 wheelers,2021,2020.0,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital"
2281,IBSFINtech,Information Technology & Services,Pre-series A,$1000000,Bangalore,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,2006.0,"C M Grover, TM Manjunath",
2282,LeadSquared,Computer Software,undisclosed,$Undisclosed,Bangalore,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,2011.0,Nilesh Patel,International Finance Corporation
2283,Phool.co,Renewables & Environment,undisclosed,$Undisclosed,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,2017.0,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
2284,Twin Health,"Health, Wellness & Fitness",Series C,$140000000,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,2018.0,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
2285,Trica,Equity Management,Seed,$3000000,Mumbai,Powering private markets - A technology platform for startups and investors.,2021,2021.0,Nimesh Kampani,LetsVenture
2286,mHealth,"Health, Wellness & Fitness",Seed,$Undisclosed,New Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,2020.0,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator
2287,Rebel Foods,Cloud kitchen,Series F,$175000000,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,2011.0,"Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority
2288,ProfitWheel,Marketing & Advertising,Seed,$3000000,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,2020.0,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
2289,Log 9 Materials,Nanotechnology,undisclosed,$2000000,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014.0,Akshay Singhal,Petronas Ventures
2290,Chingari,Entertainment,undisclosed,$19000000,Bangalore,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,2018.0,Sumit Ghosh,Solana
2291,Ishitva,Computer Software,Pre-series A,$1000000,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,2018.0,Jitesh Dadlani,Inflection Point Ventures
2292,Ola Electric,Automotive,undisclosed,$200000000,Bangalore,Sustainability for the future.,2021,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
2293,leap.club,Community,Pre-series A,$810000,Gurugram,A community-led professional network for women,2021,2014.0,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah"
2294,F5,Retail,Pre-series A,$600000,New Delhi,One-Stop Solution for Daily Workplace Needs,2021,2018.0,"Raghav Arora, Lalit Aggarwal",Auxano Capital
2295,ForeignAdmits,Higher Education,Seed,$400000,Bangalore,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,2018.0,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures
2296,SALT,Financial Services,Pre-seed,$500000,Bangalore,Salt is a neo-banking experience created to cater to international businesses.,2021,2019.0,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus"
2297,EarnWealth,Financial Services,Pre-series A,$500000,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,2014.0,Rajesh P Nair,
2298,Visit Health,"Health, Wellness & Fitness",undisclosed,$7500000,New Delhi,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021,2015.0,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies
2299,Crater.Club,Media,Seed,$700000,Bangalore,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021,2020.0,"Vignesh Prasad, Vivan Puri",LC Nueva AIF
2300,NFTically,NFT,Seed,$1000000,Gurugram,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021,2021.0,Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal"
2301,ReshaMandi,B2B,Series A,$30000000,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,2020.0,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal"
2302,Zetwerk,Mechanical Or Industrial Engineering,undisclosed,$600000000,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,2018.0,Amrit Acharya,TradeCred
2303,Hubilo,Software Startup,Series B,$125000000,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,2020.0,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital
2304,M2P Fintech,Financial Services,Series C,$35000000,Chennai,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021,2015.0,Madhusudanan R,Tiger Global
2305,Open Financial Technologies,Financial Services,Series C,$90000000,Bangalore,Open is Asia’s first neobanking platform for SMEs and startups.,2021,2017.0,Anish Achuthan,"Temasek, Google, SBI Investment"
2306,Niro,Financial Services,Seed,$3500000,Bangalore,Embedding personal credit products into leading consumer internet platforms.,2021,2021.0,"Aditya Kumar, Sankalp Mathur",Elevar Equity
2307,Wiingy,E-learning,undisclosed,$400000,Bangalore,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021,2021.0,Asit Biswal,Aroa Ventures
2308,CarDekho,Automotive,Series E,$250000000,Jaipur,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021,2008.0,"Amit Jain, Anurag Jain",
2309,Melorra,D2C jewellery,undisclosed,$24000000,Bangalore,A company that styles jewellery for the contemporary wardrobe.,2021,2015.0,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest"
2310,AnKa SumMor,Sales and Distribution,Pre-series A,$1000000,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,2017.0,"Rajiv Joshi, Ashok George",Inflection Point Ventures
2311,Toch.ai,SaaS,Series A,$11000000,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,2016.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",
2312,Playto Labs,E-learning,Seed,$500000,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,2021.0,Pavan Ponnaganti,Inflection Point Ventures
2313,Fraazo,Food & Beverages,Series B,$50000000,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,2020.0,"Atul Kumar, Aashish Krishnatre",WestBridge Capital
2314,Arcana,Information Technology & Services,undisclosed,$2300000,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia"
2315,FloCareer,Information Services,Series A,$5700000,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""​.",2021,2018.0,"Mohit Jain,  Mehul Bhatt",Data Point Capital
2316,Nap Chief,Apparel & Fashion,Seed,$200000,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,2019.0,Raghav Gupta,Titan Capital
2317,AcknoLedger,Crypto,Seed,$1500000,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,2021.0,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
2318,ApplicateAI,Information Technology & Services,Series A,$30000000,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,2014.0,"Madhusudan Atmakuri, Ranjeet Kumar",
2319,VLCC Health Care,"Health, Wellness & Fitness",undisclosed,$4000000,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,1989.0,Vandana Luthra,
2320,Duroflex,Furniture,undisclosed,$60000000,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,1963.0,P. C. Mathew,Norwest Venture Partners
2321,Aviom India,Financial Services,Series C,$8000000,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,2016.0,Kajal Ilmi,Sabre Partners
2322,Onato,Computer Software,undisclosed,$2200000,Bangalore,A startup solving inefficiencies in the agri supply chain,2021,2021.0,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore"
2323,Mestastop Solutions,Biotechnology,undisclosed,$100000,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,2018.0,Dr Arnab Roy Chowdhury,CIIE.CO
2324,SaaS Labs,SaaS,Series A,$17000000,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,2016.0,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures"
2325,Devnagri,Translation & Localization,Seed,$600000,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,2017.0,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV"
2326,CRED,Finance,Series E,$250000000,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,2018.0,Kunal Shah,"Tiger Global, Falcon Edge"
2327,ConveGenius,Education Management,Pre-seed,$5000000,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,2013.0,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital"
2328,Totality,Entertainment,undisclosed,$1000000,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,2017.0,Anshul Rustaggi,"Leo Capital, Mayfield Fund"
2329,CredAble,Financial Services,Series B,$30000000,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021,2017.0,Nirav Choksi,"Plutus Wealth, Oaks Asset Management"
2330,MarketWolf,Financial Services,Seed,$5500000,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,2017.0,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen"
2331,Wondrlab,Marketing & Advertising,Pre-series A,$7000000,Mumbai,India's largest platform-first martech startup,2021,2020.0,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings"
2332,SUN Mobility,Automotive,undisclosed,$50000000,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,2017.0,Chetan Maini,Vitol
2333,Tamasha,Entertainment,Pre-series A,$3000000,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021,2020.0,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures
2334,Revfin,Financial Services,Pre-series A,$4000000,New Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,2017.0,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria"
2335,Yu Foodlabs,Food & Beverages,Pre-series A,$1000000,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,2020.0,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil"
2336,MergerDomo,Investment Banking,undisclosed,$500000,New Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,2018.0,Hormazd Charna,Nadir B Godrej
2337,FarMart,Farming,Series A,$10000000,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,2015.0,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India
2338,Questt,EdTech,Series A,$6750000,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,2020.0,"Akhil, Mohsin M, Rohit Pande",Celesta Capital
2339,IDfy,Information Technology & Services,Series D,$10000000,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,2011.0,Ashok Hariharan,"TransUnion, Blume Ventures"
2340,ClearDekho,Retail,Pre-series A,$4000000,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,2016.0,"Saurabh Dayal, Shivi Singh",Aroa Ventures
2341,BookingJini,Hospitality,Pre-series A,$1200000,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,2017.0,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network
2342,Sourcewiz,Information Technology & Services,Seed,$3000000,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,2021.0,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation"
2343,Tvasta,Mechanical Or Industrial Engineering,undisclosed,$400000,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,2016.0,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International
2344,Kafqa Academy,E-learning,Seed,$1300000,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,2021.0,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital"
2345,Trell,Social commerce,undisclosed,$100000000,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,2016.0,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon
2346,Storia,Food & Beverages,Series A,$6000000,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,2016.0,Vishal Shah,Sixth Sense Ventures
2347,Clear,Computer Software,Series C,$75000000,Bangalore,India’s leading FinTech SaaS platform,2021,2011.0,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital"
2348,Groww,Finance,Series E,$250000000,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,2016.0,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth
2349,The Indus Valley,Consumer Goods,undisclosed,$1100000,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,2016.0,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels"
2350,BharatPe,Financial Services,undisclosed,$10000000,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018.0,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services
2351,Teachmint,E-learning,Series B,$78000000,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,2020.0,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital"
2352,Porter,Logistics & Supply Chain,Series E,$100000000,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,2014.0,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners"
2353,O4S,Information Technology & Services,Series A,$6000000,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,2017.0,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway"
2354,Wobb,Marketing,Pre-seed,$200000,Gurugram,The platform for marketers to find and work with influencers,2021,2020.0,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava"
2355,BASIC Home Loan,Financial Services,Series A,$3500000,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,2020.0,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech"
2356,Siply,Financial Services,Pre-series A,$3200000,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,2020.0,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle"
2357,BankSathi,Financial Services,undisclosed,$500000,New Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,2020.0,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya"
2358,Gramophone,AgriTech,undisclosed,$10000000,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,2016.0,"Tauseef Khan, Harshit Gupta",Z3Partners
2359,Healofy,Femtech,Series B,$6000000,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,2016.0,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India"
2360,E42,Computer Software,Series A,$5400000,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,2012.0,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures
2361,Spottabl,Human Resources,Seed,$400000,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,2017.0,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal"
2362,DeHaat,Information Technology & Services,Series D,$115000000,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,2012.0,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek"
2363,Shumee,Retail,undisclosed,$Undisclosed,Bangalore,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021,2014.0,Meeta Sharma Gupta,Dia Mirza
2364,Zolve,Financial Services,Series A,$40000000,Bangalore,World's first cross-border Neobank,2021,2020.0,Raghunandan G,DST Global
2365,Instoried,Computer Software,undisclosed,$8000000,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,2018.0,Sharmin Ali,"Pritt Investment Partners, 9Unicorns"
2366,SportZchain,sports,Pre-seed,$400000,Mumbai,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021,2021.0,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri"
2367,Hypto,Tech startup,Seed,$3000000,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021,2018.0,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners
2368,CHUPPS,Foootwear,Pre-series A,$1100000,Mumbai,D2C footwear brand,2021,2016.0,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts
2369,Zenduty,Computer Software,Pre-series A,$1900000,Bangalore,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2021,2019.0,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures
2370,R for Rabbit,Consumer Goods,undisclosed,$5000000,Ahmedabad,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2021,2014.0,Kunal Popat,Xponentia Capital Partners
2371,Acko,Insurance,Series D,$255000000,Bangalore,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2021,2016.0,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples"
2372,LoveLocal,Retail,Pre-series B,$18000000,Mumbai,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2021,2015.0,Akanksha Hazari,Vulcan Capital
2373,SupplyNote,Food & Beverages,Pre-series A,$1200000,Noida,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2021,2015.0,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts
2374,Vakilsearch,Legal Services,undisclosed,$10000000,Chennai,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2021,2010.0,Hrishikesh Datar,InCorp India
